txid,wallet,role,amount,timestamp,fee,script_type
tx_6adeeea71add44ad,bc1qcs240keu4ad4n62wjet4,output,0.80198714,2026-05-16T15:41:08.143457,0.00036008,P2WPKH
tx_245d6c5fa40b4672,bc1q87dm590qxe9jfwhudn2c,output,0.21054025,2026-05-16T17:34:08.143457,7.96e-05,P2WPKH
tx_b7d6d537753e4f5a,bc1qcsl2n75kjhhrx7a5czcw,input,0.10243686,2026-05-16T19:32:08.143457,0.00012912,P2PKH
tx_7e55350ffa1e48f3,bc1qcsl2n75kjhhrx7a5czcw,output,0.33462318,2026-05-16T22:27:08.143457,0.00054102,P2WPKH
tx_3abdfd044520400f,bc1qcsl2n75kjhhrx7a5czcw,output,0.08552798,2026-05-17T02:07:08.143457,4.025e-05,P2TR
tx_6fc5627326d94f6d,bc1q87dm590qxe9jfwhudn2c,input,0.31596091,2026-05-17T03:37:08.143457,0.00039671,P2WPKH
tx_f714877ce67e43a3,bc1qcs240keu4ad4n62wjet4,input,0.37035446,2026-05-17T06:15:08.143457,0.00073346,P2WPKH
tx_1daeb548cf7b4fcb,bc1qcsl2n75kjhhrx7a5czcw,output,2.78078832,2026-05-17T07:20:08.143457,0.00460943,P2TR
tx_000879ec1506411d,bc1q87dm590qxe9jfwhudn2c,output,0.56335355,2026-05-17T11:18:08.143457,0.00049762,P2PKH
tx_f94ede62225b4142,bc1qcsl2n75kjhhrx7a5czcw,input,0.20088605,2026-05-17T14:46:08.143457,0.00038606,P2PKH
tx_0332ad0071a846da,bc1q87dm590qxe9jfwhudn2c,output,0.22588863,2026-05-17T17:18:08.143457,0.00030123,P2PKH
tx_a9aa232abfdf4f6f,bc1q87dm590qxe9jfwhudn2c,output,0.48038271,2026-05-17T21:01:08.143457,0.00091156,P2TR
tx_db55b2f001934479,bc1qcs240keu4ad4n62wjet4,input,0.15819796,2026-05-18T00:01:08.143457,5.915e-05,P2TR
tx_afea3d1955234af0,bc1qcs240keu4ad4n62wjet4,output,0.32739886,2026-05-18T01:17:08.143457,0.00037761,P2PKH
tx_4efa4a9343124056,bc1q87dm590qxe9jfwhudn2c,output,0.86157496,2026-05-18T05:01:08.143457,0.00066314,P2PKH
tx_97deab9e43814121,bc1qcs240keu4ad4n62wjet4,output,0.05099345,2026-05-18T07:37:08.143457,6.372e-05,P2PKH
tx_7c2921e76a474f39,bc1q87dm590qxe9jfwhudn2c,output,0.3036728,2026-05-18T09:41:08.143457,0.00028594,P2TR
tx_e1aa0a4d3cff434a,bc1qcs240keu4ad4n62wjet4,output,0.15951046,2026-05-18T13:01:08.143457,0.00013688,P2PKH
tx_caeeb666e2c445b6,bc1qcs240keu4ad4n62wjet4,input,0.66053038,2026-05-18T16:07:08.143457,0.00088197,P2WPKH
tx_21f08685009e45d5,bc1q87dm590qxe9jfwhudn2c,output,1.04859868,2026-05-18T18:17:08.143457,0.00098948,P2PKH
tx_ac3e779abb164fff,bc1qcs240keu4ad4n62wjet4,output,2.56943971,2026-05-18T20:52:08.143457,0.00371958,P2WPKH
tx_c04fe869a2ea49c0,bc1q87dm590qxe9jfwhudn2c,output,0.28496124,2026-05-18T22:37:08.143457,0.00024039,P2PKH
tx_2bf67a76d45a4520,bc1q87dm590qxe9jfwhudn2c,output,1.1460083,2026-05-18T22:55:08.143457,0.00071814,P2WPKH
tx_8d15e8fec18f45c4,bc1qcs240keu4ad4n62wjet4,input,0.28401736,2026-05-19T02:01:08.143457,0.00028043,P2PKH
tx_90750251e49244a8,bc1qcs240keu4ad4n62wjet4,output,0.04164349,2026-05-19T02:01:08.143457,0.00028043,P2TR
tx_6d81568f096c4efe,bc1qcs240keu4ad4n62wjet4,output,0.08277873,2026-05-19T02:01:08.143457,0.00028043,P2WPKH
tx_ff20160113454f0b,bc1qcs240keu4ad4n62wjet4,output,0.11217409,2026-05-19T02:01:08.143457,0.00028043,P2WPKH
tx_7f3feaa2c0dc4fbd,bc1qcs240keu4ad4n62wjet4,output,0.10258464,2026-05-19T02:01:08.143457,0.00028043,P2PKH
tx_62b7d42e52c440a4,bc1qcs240keu4ad4n62wjet4,output,0.0311183,2026-05-19T02:01:08.143457,0.00028043,P2WPKH
tx_6810255456944354,bc1q87dm590qxe9jfwhudn2c,output,0.5440703,2026-05-19T05:06:08.143457,0.00042408,P2PKH
tx_66241e5a2f714f57,bc1q87dm590qxe9jfwhudn2c,output,1.14098655,2026-05-19T07:59:08.143457,0.00178263,P2PKH
tx_31e1f3277bf347e0,bc1q87dm590qxe9jfwhudn2c,output,0.27710746,2026-05-19T11:41:08.143457,0.00028216,P2TR
tx_056a12d630964a6b,bc1q87dm590qxe9jfwhudn2c,input,0.45806795,2026-05-19T14:49:08.143457,0.00065506,P2TR
tx_afe76a4cb26f409a,bc1qcs240keu4ad4n62wjet4,input,0.09462518,2026-05-19T16:53:08.143457,0.00010315,P2WPKH
tx_3217efbe41f44806,bc1q87dm590qxe9jfwhudn2c,input,0.47724904,2026-05-19T20:44:08.143457,0.00016131,P2PKH
tx_0785d426da3b413b,bc1q87dm590qxe9jfwhudn2c,output,0.14613499,2026-05-19T21:21:08.143457,6.617e-05,P2TR
tx_22bdfd00ccc74473,bc1qcsl2n75kjhhrx7a5czcw,output,1.1360027,2026-05-19T22:47:08.143457,0.00147443,P2TR
tx_7fcbacaeed47416e,bc1q87dm590qxe9jfwhudn2c,output,0.19187881,2026-05-19T23:03:08.143457,0.00022475,P2WPKH
tx_d48154e50d644d6d,bc1qcs240keu4ad4n62wjet4,input,1.00306656,2026-05-20T00:36:08.143457,0.00141182,P2WPKH
tx_290d08e657de4b98,bc1qcs240keu4ad4n62wjet4,output,0.29629102,2026-05-20T00:36:08.143457,0.00141182,P2WPKH
tx_4ff65e3818474119,bc1qcs240keu4ad4n62wjet4,output,0.19327231,2026-05-20T00:36:08.143457,0.00141182,P2PKH
tx_0f13df8d57e64cf2,bc1qcs240keu4ad4n62wjet4,output,0.2760378,2026-05-20T00:36:08.143457,0.00141182,P2WPKH
tx_4dee1797758b4c34,bc1qcs240keu4ad4n62wjet4,output,0.30151766,2026-05-20T00:36:08.143457,0.00141182,P2PKH
tx_e73d3472932e4002,bc1qcs240keu4ad4n62wjet4,output,0.36729095,2026-05-20T00:36:08.143457,0.00141182,P2TR
tx_7595098a64344931,bc1qcs240keu4ad4n62wjet4,output,0.33492218,2026-05-20T00:36:08.143457,0.00141182,P2PKH
tx_9e8ff953bd02422f,bc1q87dm590qxe9jfwhudn2c,output,0.1616955,2026-05-20T03:33:08.143457,0.00025905,P2WPKH
tx_ac0617e46b944df5,bc1qcs240keu4ad4n62wjet4,input,0.42938641,2026-05-20T06:06:08.143457,0.00014137,P2WPKH
tx_36c64079a00f43d0,bc1q87dm590qxe9jfwhudn2c,input,0.27970212,2026-05-20T06:54:08.143457,0.00055786,P2WPKH
tx_0fd5f4dcae284262,bc1qcs240keu4ad4n62wjet4,output,0.59765559,2026-05-20T09:39:08.143457,0.00096092,P2PKH
tx_ebc36a76371f481e,bc1q87dm590qxe9jfwhudn2c,output,0.4903766,2026-05-20T10:43:08.143457,0.00024376,P2PKH
tx_190ca85ca6364326,bc1qcs240keu4ad4n62wjet4,input,0.32544649,2026-05-20T11:14:08.143457,0.00060422,P2PKH
tx_d0d6f8b9c29b4cdd,bc1qcsl2n75kjhhrx7a5czcw,output,0.17151055,2026-05-20T11:45:08.143457,0.00025901,P2PKH
tx_1d5e20dc887748fb,bc1qcsl2n75kjhhrx7a5czcw,output,0.79800079,2026-05-20T15:12:08.143457,0.00037985,P2WPKH
tx_8688397566a64b90,bc1qcs240keu4ad4n62wjet4,output,0.39502463,2026-05-20T16:06:08.143457,0.00031019,P2WPKH
tx_9691cd5b59734345,bc1q87dm590qxe9jfwhudn2c,output,0.26460477,2026-05-20T17:10:08.143457,0.00036901,P2TR
tx_f8ba47a8f79b4475,bc1qcsl2n75kjhhrx7a5czcw,output,0.13104404,2026-05-20T17:55:08.143457,0.00014023,P2WPKH
tx_d7e163075d0d4a16,bc1qcs240keu4ad4n62wjet4,output,1.91848507,2026-05-20T19:32:08.143457,0.00213064,P2PKH
tx_67d52a4a86334b64,bc1qcs240keu4ad4n62wjet4,input,0.10190094,2026-05-20T20:50:08.143457,9.756e-05,P2WPKH
tx_7cddebeebcd2425b,bc1q87dm590qxe9jfwhudn2c,output,0.67381742,2026-05-20T23:49:08.143457,0.0006308,P2WPKH
tx_6a35fa6468dc4760,bc1qcs240keu4ad4n62wjet4,output,2.06457059,2026-05-21T02:05:08.143457,0.00323025,P2PKH
tx_a0be34d75c114323,bc1qcs240keu4ad4n62wjet4,output,0.78796102,2026-05-21T02:05:08.143457,0.00323025,P2PKH
tx_91f1dcaeb8c64150,bc1qcs240keu4ad4n62wjet4,output,0.36690413,2026-05-21T02:05:08.143457,0.00323025,P2TR
tx_69886a5b3f224206,bc1qcs240keu4ad4n62wjet4,output,0.28655145,2026-05-21T02:05:08.143457,0.00323025,P2PKH
tx_5a9b1459a835471d,bc1qcs240keu4ad4n62wjet4,output,0.46967591,2026-05-21T02:05:08.143457,0.00323025,P2PKH
tx_3db9005a998f4a7f,bc1qcs240keu4ad4n62wjet4,output,0.49999662,2026-05-21T02:05:08.143457,0.00323025,P2WPKH
tx_fdb66a0f60a1401e,bc1qcs240keu4ad4n62wjet4,output,0.71879134,2026-05-21T02:05:08.143457,0.00323025,P2PKH
tx_ff577c7a8d194196,bc1q87dm590qxe9jfwhudn2c,output,0.14236792,2026-05-21T03:43:08.143457,9.392e-05,P2PKH
tx_416160e310c04852,bc1q87dm590qxe9jfwhudn2c,output,0.02147088,2026-05-21T03:43:08.143457,9.392e-05,P2WPKH
tx_b0af715076c94026,bc1q87dm590qxe9jfwhudn2c,output,0.04796368,2026-05-21T03:43:08.143457,9.392e-05,P2WPKH
tx_1df5015e22744eb4,bc1q87dm590qxe9jfwhudn2c,output,0.04797263,2026-05-21T03:43:08.143457,9.392e-05,P2PKH
tx_aa49d3177bf844b3,bc1q87dm590qxe9jfwhudn2c,output,0.03421604,2026-05-21T03:43:08.143457,9.392e-05,P2WPKH
tx_df4d57d898454b51,bc1qcsl2n75kjhhrx7a5czcw,input,0.10572991,2026-05-21T07:14:08.143457,9.063e-05,P2PKH
tx_474d454825484e00,bc1qcs240keu4ad4n62wjet4,output,0.64415542,2026-05-21T08:55:08.143457,0.00113513,P2PKH
tx_161a5ea9ecbd4476,bc1qcsl2n75kjhhrx7a5czcw,output,0.89791734,2026-05-21T09:31:08.143457,0.00072074,P2WPKH
tx_b6ead083fdf3488a,bc1qcs240keu4ad4n62wjet4,output,0.61380356,2026-05-21T12:59:08.143457,0.00081252,P2PKH
tx_2adc3f0341304c8d,bc1qcsl2n75kjhhrx7a5czcw,input,0.45247918,2026-05-21T16:05:08.143457,0.00061936,P2PKH
tx_0c4383301f1d4088,bc1qcsl2n75kjhhrx7a5czcw,input,0.16563602,2026-05-21T18:43:08.143457,0.00018955,P2TR
tx_76155d1c0e65452c,bc1qcs240keu4ad4n62wjet4,output,2.31142141,2026-05-21T22:21:08.143457,0.00114297,P2PKH
tx_91006c61661a4e37,bc1q87dm590qxe9jfwhudn2c,output,0.57211689,2026-05-22T01:35:08.143457,0.00041245,P2TR
tx_7bf92849ec734e6f,bc1qcsl2n75kjhhrx7a5czcw,input,1.50091119,2026-05-22T03:12:08.143457,0.00203395,P2PKH
tx_4f4f35dab26e48ae,bc1qcsl2n75kjhhrx7a5czcw,input,0.15974399,2026-05-22T03:52:08.143457,0.00015383,P2PKH
tx_df420c5829d14abd,bc1qcsl2n75kjhhrx7a5czcw,output,0.04951799,2026-05-22T03:52:08.143457,0.00015383,P2WPKH
tx_2027c175ab5a4145,bc1qcsl2n75kjhhrx7a5czcw,output,0.02786014,2026-05-22T03:52:08.143457,0.00015383,P2PKH
tx_53fc59a072ad47aa,bc1qcsl2n75kjhhrx7a5czcw,output,0.03261967,2026-05-22T03:52:08.143457,0.00015383,P2PKH
tx_edfe135a61cd40db,bc1qcsl2n75kjhhrx7a5czcw,input,0.33406351,2026-05-22T06:51:08.143457,0.00026207,P2WPKH
tx_14b222683b9443fe,bc1q87dm590qxe9jfwhudn2c,output,0.22081436,2026-05-22T09:17:08.143457,0.00026314,P2PKH
tx_559260e06fbb484e,bc1q87dm590qxe9jfwhudn2c,input,0.23986846,2026-05-22T11:44:08.143457,0.00038119,P2PKH
tx_dd9dfbd5bdab48f0,bc1q87dm590qxe9jfwhudn2c,output,0.07115559,2026-05-22T11:44:08.143457,0.00038119,P2PKH
tx_87b21ebf38994aba,bc1q87dm590qxe9jfwhudn2c,output,0.03192113,2026-05-22T11:44:08.143457,0.00038119,P2WPKH
tx_9f77fdd28dfa457b,bc1q87dm590qxe9jfwhudn2c,output,0.08187941,2026-05-22T11:44:08.143457,0.00038119,P2TR
tx_7c1a6065836349e3,bc1qcsl2n75kjhhrx7a5czcw,output,0.22398235,2026-05-22T14:59:08.143457,0.00033015,P2PKH
tx_dc59567caad34bc7,bc1q87dm590qxe9jfwhudn2c,output,1.07344346,2026-05-22T16:14:08.143457,0.00116552,P2WPKH
tx_8590154fa4c84c75,bc1q87dm590qxe9jfwhudn2c,output,0.4313715,2026-05-22T19:05:08.143457,0.00086219,P2PKH
tx_5324b079b50f4eca,bc1q87dm590qxe9jfwhudn2c,input,0.63094235,2026-05-22T21:20:08.143457,0.00098149,P2TR
tx_3488576463d04fa9,bc1q87dm590qxe9jfwhudn2c,output,0.50102742,2026-05-23T01:03:08.143457,0.00052497,P2TR
tx_5d1fbf9babd24810,bc1qcsl2n75kjhhrx7a5czcw,output,0.26269106,2026-05-23T01:45:08.143457,0.00039137,P2PKH
tx_ceeb5621e4ee496d,bc1qcs240keu4ad4n62wjet4,input,0.24794497,2026-05-23T02:18:08.143457,0.00022194,P2TR
tx_dca0618c20a7431b,bc1qcs240keu4ad4n62wjet4,output,2.48393568,2026-05-23T05:05:08.143457,0.00086363,P2TR
tx_51a762453be14106,bc1q87dm590qxe9jfwhudn2c,output,0.13139327,2026-05-23T08:01:08.143457,0.00016264,P2PKH
tx_16cd00b71edc48a3,bc1qcsl2n75kjhhrx7a5czcw,input,0.27528054,2026-05-23T09:53:08.143457,0.00020274,P2PKH
tx_2a2fea1b14f4487a,bc1qcsl2n75kjhhrx7a5czcw,input,0.61923494,2026-05-23T11:46:08.143457,0.00123633,P2WPKH
tx_db09d286beae47ab,bc1q87dm590qxe9jfwhudn2c,output,0.27923899,2026-05-23T15:20:08.143457,0.00049885,P2TR
tx_ff54736547a44d77,bc1q87dm590qxe9jfwhudn2c,input,0.20861898,2026-05-23T18:05:08.143457,0.00021137,P2TR
tx_1e704574f8dd430b,bc1qcs240keu4ad4n62wjet4,output,0.13051529,2026-05-23T22:04:08.143457,0.00021537,P2WPKH
tx_fb5394a59e474b5a,bc1q87dm590qxe9jfwhudn2c,output,0.46418577,2026-05-23T22:47:08.143457,0.00027031,P2WPKH
tx_d42dcb27059b4da7,bc1q87dm590qxe9jfwhudn2c,output,0.0594935,2026-05-23T22:47:08.143457,0.00027031,P2TR
tx_904ced118e594716,bc1q87dm590qxe9jfwhudn2c,output,0.09378249,2026-05-23T22:47:08.143457,0.00027031,P2PKH
tx_e0fed257e3ad4ac4,bc1q87dm590qxe9jfwhudn2c,output,0.17709528,2026-05-23T22:47:08.143457,0.00027031,P2WPKH
tx_e5a30c99f70f4ce6,bc1q87dm590qxe9jfwhudn2c,output,0.08243567,2026-05-23T22:47:08.143457,0.00027031,P2TR
tx_050428dd40c541c4,bc1q87dm590qxe9jfwhudn2c,output,0.06184219,2026-05-23T22:47:08.143457,0.00027031,P2PKH
tx_c1230e7a41304711,bc1q87dm590qxe9jfwhudn2c,output,0.09908603,2026-05-23T22:47:08.143457,0.00027031,P2PKH
tx_b32cf9fd294e4ae1,bc1qcsl2n75kjhhrx7a5czcw,input,0.98880786,2026-05-23T23:21:08.143457,0.00161026,P2PKH
tx_fa8be2b00c294859,bc1q87dm590qxe9jfwhudn2c,output,0.84198683,2026-05-24T02:58:08.143457,0.00050795,P2PKH
tx_25966e02d9a84293,bc1qcsl2n75kjhhrx7a5czcw,input,0.09773445,2026-05-24T05:39:08.143457,8.612e-05,P2PKH
tx_6b4f06f2fb9c4d70,bc1qcs240keu4ad4n62wjet4,output,0.16393433,2026-05-24T07:44:08.143457,0.00032095,P2PKH
tx_596dab45f1ea49b7,bc1q87dm590qxe9jfwhudn2c,input,0.58189303,2026-05-24T11:21:08.143457,0.00115829,P2PKH
tx_aaa782fd04674a60,bc1qcsl2n75kjhhrx7a5czcw,output,0.51911117,2026-05-24T13:14:08.143457,0.00086122,P2PKH
tx_66caa14138564bdb,bc1qcs240keu4ad4n62wjet4,output,0.19377238,2026-05-24T14:45:08.143457,0.00033432,P2TR
tx_34a8b7cef3944fbd,bc1qcs240keu4ad4n62wjet4,output,0.54079877,2026-05-24T16:00:08.143457,0.00087299,P2WPKH
tx_bd35c71bd6e5419a,bc1q87dm590qxe9jfwhudn2c,input,0.77952829,2026-05-24T16:17:08.143457,0.00029754,P2WPKH
tx_b8af5bcb4cd94bd1,bc1q87dm590qxe9jfwhudn2c,output,0.28107795,2026-05-24T18:09:08.143457,0.00034632,P2PKH
tx_cd39d70c98f64d11,bc1q87dm590qxe9jfwhudn2c,input,0.10233862,2026-05-24T21:27:08.143457,6.801e-05,P2WPKH
tx_6cad2cd40545429f,bc1qcsl2n75kjhhrx7a5czcw,output,0.17313464,2026-05-24T23:19:08.143457,0.00033526,P2WPKH
tx_3a64bf67c6b54b57,bc1qcsl2n75kjhhrx7a5czcw,output,0.25823799,2026-05-25T02:16:08.143457,0.00027659,P2WPKH
tx_3a66e12bac964e56,bc1qcsl2n75kjhhrx7a5czcw,input,1.60134912,2026-05-25T05:52:08.143457,0.00199949,P2PKH
tx_81865fd651af4c8f,bc1qcsl2n75kjhhrx7a5czcw,input,0.41878898,2026-05-25T08:52:08.143457,0.00068463,P2WPKH
tx_24e307f0c3904a57,bc1qcsl2n75kjhhrx7a5czcw,input,0.31186027,2026-05-25T11:43:08.143457,0.00040446,P2PKH
tx_500ee3bdc5ed4f39,bc1qcs240keu4ad4n62wjet4,output,0.29196648,2026-05-25T13:02:08.143457,0.00028442,P2PKH
tx_8a6023fa38124931,bc1qcsl2n75kjhhrx7a5czcw,output,2.08799412,2026-05-25T13:49:08.143457,0.00359373,P2WPKH
tx_ac3ee4b02cab4fc2,bc1qcs240keu4ad4n62wjet4,output,0.34336379,2026-05-25T14:54:08.143457,0.00060088,P2PKH
tx_0685ce3677cb416f,bc1q87dm590qxe9jfwhudn2c,output,0.07097739,2026-05-25T15:58:08.143457,0.00011309,P2WPKH
tx_3525213c547347c8,bc1q87dm590qxe9jfwhudn2c,input,0.21174125,2026-05-25T19:54:08.143457,0.00028756,P2WPKH
tx_0076a69197534357,bc1qcs240keu4ad4n62wjet4,output,0.56617052,2026-05-25T21:32:08.143457,0.00029797,P2PKH
tx_90d81b2ea68146e7,bc1qcs240keu4ad4n62wjet4,input,4.10040193,2026-05-25T23:22:08.143457,0.00246499,P2WPKH
tx_93722835719e4889,bc1qcs240keu4ad4n62wjet4,output,4.71251365,2026-05-26T01:01:08.143457,0.00616259,P2PKH
tx_2c5f1773ccd544b9,bc1qcsl2n75kjhhrx7a5czcw,input,0.23984429,2026-05-26T03:30:08.143457,0.00039802,P2WPKH
tx_6104fd582c0c4afc,bc1qcsl2n75kjhhrx7a5czcw,output,0.86450336,2026-05-26T03:53:08.143457,0.00107306,P2WPKH
tx_c638c95623974118,bc1qcsl2n75kjhhrx7a5czcw,input,0.08296209,2026-05-26T07:06:08.143457,0.0001084,P2WPKH
tx_9971bc48068845ec,bc1qcsl2n75kjhhrx7a5czcw,input,0.11747904,2026-05-26T09:00:08.143457,3.892e-05,P2TR
tx_8765f4121c854410,bc1qcsl2n75kjhhrx7a5czcw,output,0.07315595,2026-05-26T11:58:08.143457,9.628e-05,P2WPKH
tx_0c2401e5f9894afe,bc1qcs240keu4ad4n62wjet4,output,0.25371196,2026-05-26T12:38:08.143457,0.00050564,P2PKH
tx_ee76c22515984d7f,bc1qcsl2n75kjhhrx7a5czcw,input,0.49869085,2026-05-26T14:12:08.143457,0.00029838,P2WPKH
tx_d4e58681d2eb4dbe,bc1qcsl2n75kjhhrx7a5czcw,output,0.24686001,2026-05-26T15:50:08.143457,0.00011637,P2TR
tx_c6c143695c354456,bc1qcsl2n75kjhhrx7a5czcw,output,0.55546208,2026-05-26T18:32:08.143457,0.00031676,P2WPKH
tx_ebd04a7c2c634824,bc1qcs240keu4ad4n62wjet4,output,0.11655803,2026-05-26T20:57:08.143457,0.00016939,P2TR
tx_42c9da31fc8b45cb,bc1qcsl2n75kjhhrx7a5czcw,input,0.18129671,2026-05-26T21:15:08.143457,0.0003613,P2PKH
tx_8ca8d8c1a0e24e65,bc1qcsl2n75kjhhrx7a5czcw,input,2.28928344,2026-05-26T23:32:08.143457,0.00204711,P2WPKH
tx_1f314243132349b7,bc1qcs240keu4ad4n62wjet4,input,0.12828313,2026-05-27T03:18:08.143457,0.00011905,P2PKH
tx_317c2c82f3c54768,bc1qcsl2n75kjhhrx7a5czcw,output,0.40908522,2026-05-27T05:50:08.143457,0.00033714,P2PKH
tx_f47ad298b65341ba,bc1qcs240keu4ad4n62wjet4,input,1.11557548,2026-05-27T07:29:08.143457,0.00058842,P2WPKH
tx_8e307d977026405c,bc1qcs240keu4ad4n62wjet4,input,0.19590595,2026-05-27T10:31:08.143457,0.00019325,P2PKH
tx_d178a0d9fb954c93,bc1q87dm590qxe9jfwhudn2c,output,0.36882076,2026-05-27T14:08:08.143457,0.00066203,P2PKH
tx_c91451ca91814b24,bc1qcsl2n75kjhhrx7a5czcw,input,2.02030733,2026-05-27T15:29:08.143457,0.00211989,P2PKH
tx_a65d0d4b859d405e,bc1qcs240keu4ad4n62wjet4,output,0.11427856,2026-05-27T18:39:08.143457,0.0001349,P2PKH
tx_032fd781b7be4a94,bc1qcsl2n75kjhhrx7a5czcw,input,0.41446026,2026-05-27T20:06:08.143457,0.00057393,P2WPKH
tx_cd88309943844327,bc1q87dm590qxe9jfwhudn2c,output,0.41946598,2026-05-27T20:58:08.143457,0.00068558,P2WPKH
tx_93c0633410274249,bc1qcs240keu4ad4n62wjet4,output,1.40872264,2026-05-28T00:34:08.143457,0.001542,P2PKH
tx_edfbfe621e304e0d,bc1qcs240keu4ad4n62wjet4,input,0.12630348,2026-05-28T01:54:08.143457,7.785e-05,P2PKH
tx_4d4c2d6365ba4106,bc1qcs240keu4ad4n62wjet4,output,0.01426724,2026-05-28T01:54:08.143457,7.785e-05,P2PKH
tx_cf20361545a54ef9,bc1qcs240keu4ad4n62wjet4,output,0.02354685,2026-05-28T01:54:08.143457,7.785e-05,P2PKH
tx_0a54c2a158014476,bc1qcs240keu4ad4n62wjet4,output,0.01915659,2026-05-28T01:54:08.143457,7.785e-05,P2WPKH
tx_95c0f34c6d8e48a3,bc1qcs240keu4ad4n62wjet4,output,0.02916497,2026-05-28T01:54:08.143457,7.785e-05,P2WPKH
tx_1c5041d12a544de1,bc1qcs240keu4ad4n62wjet4,output,0.04232552,2026-05-28T01:54:08.143457,7.785e-05,P2WPKH
tx_f674f540a71a4992,bc1qcs240keu4ad4n62wjet4,output,0.02817492,2026-05-28T01:54:08.143457,7.785e-05,P2WPKH
tx_81f5af801a7043ee,bc1qcsl2n75kjhhrx7a5czcw,input,0.12820738,2026-05-28T04:33:08.143457,0.00025583,P2TR
tx_0330d78630504ee6,bc1q87dm590qxe9jfwhudn2c,output,0.06916249,2026-05-28T06:38:08.143457,9.823e-05,P2TR
tx_5a3b85ba940c4972,bc1qcsl2n75kjhhrx7a5czcw,input,0.46386409,2026-05-28T08:03:08.143457,0.00049851,P2PKH
tx_9688686315d54325,bc1qcsl2n75kjhhrx7a5czcw,output,0.04931782,2026-05-28T08:03:08.143457,0.00049851,P2WPKH
tx_d932039cd0ed4e3f,bc1qcsl2n75kjhhrx7a5czcw,output,0.04865195,2026-05-28T08:03:08.143457,0.00049851,P2WPKH
tx_76e52ee2690f46ad,bc1qcsl2n75kjhhrx7a5czcw,output,0.11342252,2026-05-28T08:03:08.143457,0.00049851,P2WPKH
tx_ee776285297a4910,bc1qcsl2n75kjhhrx7a5czcw,output,0.09001493,2026-05-28T08:03:08.143457,0.00049851,P2PKH
tx_d88c6edceb6343c8,bc1qcsl2n75kjhhrx7a5czcw,output,0.11791726,2026-05-28T08:03:08.143457,0.00049851,P2PKH
tx_f3bc07c177f74e84,bc1qcsl2n75kjhhrx7a5czcw,output,0.17234163,2026-05-28T08:03:08.143457,0.00049851,P2WPKH
tx_c318ce2a511244c9,bc1qcsl2n75kjhhrx7a5czcw,input,0.78643944,2026-05-28T09:31:08.143457,0.00031334,P2WPKH
tx_be6e7e8e74144416,bc1qcs240keu4ad4n62wjet4,output,0.10171871,2026-05-28T12:36:08.143457,0.00015628,P2TR
tx_a42d5169772f4816,bc1q87dm590qxe9jfwhudn2c,input,0.30089153,2026-05-28T16:02:08.143457,0.00055871,P2WPKH
tx_643a89a039ba462d,bc1qcsl2n75kjhhrx7a5czcw,output,0.78012496,2026-05-28T19:01:08.143457,0.00040807,P2WPKH
tx_ae8af4f8897f421b,bc1q87dm590qxe9jfwhudn2c,input,0.15753527,2026-05-28T19:55:08.143457,0.00016843,P2PKH
tx_573b48422684425a,bc1qcs240keu4ad4n62wjet4,input,0.11027674,2026-05-28T21:13:08.143457,0.00011831,P2PKH
tx_5caa0e4b3dc64349,bc1qcs240keu4ad4n62wjet4,input,0.05150047,2026-05-28T23:27:08.143457,3.526e-05,P2PKH
tx_b9ff25066989498a,bc1q87dm590qxe9jfwhudn2c,input,1.00303642,2026-05-29T02:48:08.143457,0.00145173,P2WPKH
tx_be13266a0b27407b,bc1qcsl2n75kjhhrx7a5czcw,input,1.32157596,2026-05-29T03:41:08.143457,0.00181634,P2WPKH
tx_1d3f4bdd68d64bea,bc1qcsl2n75kjhhrx7a5czcw,output,0.11102869,2026-05-29T05:14:08.143457,7.964e-05,P2PKH
tx_c6fb6e3bd5a54bf7,bc1qcsl2n75kjhhrx7a5czcw,output,0.67627285,2026-05-29T06:48:08.143457,0.00120596,P2PKH
tx_df1bf6fdef3447d3,bc1q87dm590qxe9jfwhudn2c,output,1.15132152,2026-05-29T09:32:08.143457,0.00042849,P2TR
tx_5ae567998f934e4b,bc1q87dm590qxe9jfwhudn2c,input,0.79148194,2026-05-29T10:55:08.143457,0.00114753,P2TR
tx_f0fec890290f41aa,bc1qcsl2n75kjhhrx7a5czcw,output,1.99356462,2026-05-29T11:35:08.143457,0.00065993,P2WPKH
tx_62f6c95ef8fc4192,bc1qcs240keu4ad4n62wjet4,input,0.7764694,2026-05-29T12:37:08.143457,0.00120401,P2TR
tx_94c6b0420a5145b4,bc1q87dm590qxe9jfwhudn2c,output,0.51725697,2026-05-29T16:26:08.143457,0.000631,P2WPKH
tx_d8cf5753c4614771,bc1qcsl2n75kjhhrx7a5czcw,output,0.41241365,2026-05-29T20:09:08.143457,0.00022416,P2TR
tx_41ee72deb46a4df9,bc1qcsl2n75kjhhrx7a5czcw,output,1.20491303,2026-05-29T22:08:08.143457,0.00222096,P2WPKH
tx_caa4c4710fa7417d,bc1q87dm590qxe9jfwhudn2c,output,0.21614399,2026-05-30T00:17:08.143457,0.00026245,P2TR
tx_aa3b017110694900,bc1qcs240keu4ad4n62wjet4,output,0.16312843,2026-05-30T00:37:08.143457,0.00017106,P2PKH
tx_824dcd2510964d04,bc1qcsl2n75kjhhrx7a5czcw,input,0.10452487,2026-05-30T03:01:08.143457,6.253e-05,P2PKH
